dialog_id,image_id,method_key,acc1,acc2,acc3,avg,cache_hit_ttft_ms_mean,cache_hit_e2e_ms_mean,cache_hit_ssd_read_bytes_mean
mtgqa_000001,n229548,recompute,1.0,1.0,1.0,1.0,624.0231330739334,661.709617532324,0.0
mtgqa_000001,n229548,fullload,1.0,1.0,1.0,1.0,824.8168270220049,864.85543649178,1333788672.0
mtgqa_000001,n229548,prefix25,1.0,1.0,1.0,1.0,318.67237406549975,359.03710103593767,360710144.0
mtgqa_000001,n229548,prefix45,1.0,1.0,1.0,1.0,487.1226889663376,527.1354930009693,629145600.0
mtgqa_000002,n229548,recompute,1.0,1.0,1.0,1.0,611.6807684884407,649.7454484924674,0.0
mtgqa_000002,n229548,fullload,1.0,1.0,1.0,1.0,901.6961515299045,940.6155295437202,1333788672.0
mtgqa_000002,n229548,prefix25,1.0,1.0,1.0,1.0,299.37003896338865,337.6390324556269,360710144.0
mtgqa_000002,n229548,prefix45,1.0,1.0,1.0,1.0,445.5716829979792,485.5238315067254,629145600.0
mtgqa_000003,n229548,recompute,1.0,1.0,1.0,1.0,624.3742430233397,679.7808714909479,0.0
mtgqa_000003,n229548,fullload,1.0,1.0,1.0,1.0,832.4005185859278,889.9723295471631,1333788672.0
mtgqa_000003,n229548,prefix25,1.0,1.0,1.0,1.0,314.73179103340954,374.29265049286187,360710144.0
mtgqa_000003,n229548,prefix45,1.0,1.0,1.0,1.0,456.6931140143424,514.9853425100446,629145600.0
mtgqa_000004,n229548,recompute,0.0,1.0,1.0,0.6666666666666666,621.0719394730404,649.982662522234,0.0
mtgqa_000004,n229548,fullload,0.0,1.0,1.0,0.6666666666666666,843.6698380392045,875.2251315163448,1333788672.0
mtgqa_000004,n229548,prefix25,0.0,1.0,1.0,0.6666666666666666,312.1767965494655,341.43033204600215,360710144.0
mtgqa_000004,n229548,prefix45,0.0,1.0,1.0,0.6666666666666666,417.7737695281394,447.703426994849,629145600.0
mtgqa_000005,n229548,recompute,0.0,1.0,1.0,0.6666666666666666,622.6060249609873,660.1320279878564,0.0
mtgqa_000005,n229548,fullload,0.0,1.0,1.0,0.6666666666666666,867.7821269957349,907.480433001183,1333788672.0
mtgqa_000005,n229548,prefix25,0.0,0.0,1.0,0.3333333333333333,320.7182605401613,359.6539990394376,360710144.0
mtgqa_000005,n229548,prefix45,0.0,1.0,1.0,0.6666666666666666,475.9197370149195,514.2557399813086,629145600.0
mtgqa_000006,n229548,recompute,1.0,1.0,1.0,1.0,591.7319895233959,629.9851444782689,0.0
mtgqa_000006,n229548,fullload,1.0,1.0,1.0,1.0,825.7467080256902,883.8637194712646,1333788672.0
mtgqa_000006,n229548,prefix25,1.0,1.0,1.0,1.0,274.4530575000681,313.4718299843371,360710144.0
mtgqa_000006,n229548,prefix45,1.0,1.0,1.0,1.0,479.88071048166603,518.6774524627253,629145600.0
mtgqa_000007,n229548,recompute,1.0,1.0,1.0,1.0,619.5607064873911,656.9361115107313,0.0
mtgqa_000007,n229548,fullload,1.0,1.0,1.0,1.0,739.0389704960398,793.9907389809377,1333788672.0
mtgqa_000007,n229548,prefix25,1.0,1.0,1.0,1.0,302.97352100024,347.2036120365374,360710144.0
mtgqa_000007,n229548,prefix45,1.0,1.0,1.0,1.0,457.44159357855096,495.3568040509708,629145600.0
mtgqa_000008,n229548,recompute,1.0,1.0,1.0,1.0,605.2539715310559,633.8413570192643,0.0
mtgqa_000008,n229548,fullload,1.0,1.0,1.0,1.0,806.2571680638939,839.5073874853551,1333788672.0
mtgqa_000008,n229548,prefix25,1.0,1.0,1.0,1.0,279.78781051933765,309.307744493708,360710144.0
mtgqa_000008,n229548,prefix45,1.0,1.0,1.0,1.0,459.1365915257484,488.2581675192341,629145600.0
mtgqa_000009,n229548,recompute,0.0,1.0,1.0,0.6666666666666666,601.7251030425541,639.0512685175054,0.0
mtgqa_000009,n229548,fullload,0.0,1.0,1.0,0.6666666666666666,790.5740434653126,829.2571769561619,1333788672.0
mtgqa_000009,n229548,prefix25,0.0,1.0,1.0,0.6666666666666666,304.3141540256329,343.52804254740477,360710144.0
mtgqa_000009,n229548,prefix45,0.0,1.0,1.0,0.6666666666666666,464.18217150494456,501.96899444563314,629145600.0
mtgqa_000010,n229548,recompute,0.0,1.0,1.0,0.6666666666666666,627.3386100074276,646.6183469747193,0.0
mtgqa_000010,n229548,fullload,0.0,1.0,1.0,0.6666666666666666,797.0032385201193,816.9743465259671,1333788672.0
mtgqa_000010,n229548,prefix25,0.0,1.0,1.0,0.6666666666666666,280.8789500268176,300.6043895147741,360710144.0
mtgqa_000010,n229548,prefix45,0.0,1.0,1.0,0.6666666666666666,458.07404594961554,477.5820560171269,629145600.0
mtgqa_000011,n229548,recompute,1.0,0.0,1.0,0.6666666666666666,609.7085669753142,656.6623304388486,0.0
mtgqa_000011,n229548,fullload,1.0,0.0,1.0,0.6666666666666666,816.2751999916509,866.0363630042411,1333788672.0
mtgqa_000011,n229548,prefix25,1.0,0.0,1.0,0.6666666666666666,297.6499915239401,344.72181455930695,360710144.0
mtgqa_000011,n229548,prefix45,1.0,0.0,1.0,0.6666666666666666,446.9241384649649,495.28410751372576,629145600.0
mtgqa_000012,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,552.5524844415486,608.0753814312629,0.0
mtgqa_000012,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,741.9475885108113,799.0917440038174,1226833920.0
mtgqa_000012,n181355,prefix25,0.0,1.0,1.0,0.6666666666666666,268.2884369860403,343.96001551067457,320864256.0
mtgqa_000012,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,447.2439359524287,522.45321450755,589299712.0
mtgqa_000013,n181355,recompute,0.0,1.0,0.0,0.3333333333333333,560.6589910457842,598.1191995088011,0.0
mtgqa_000013,n181355,fullload,0.0,1.0,0.0,0.3333333333333333,673.975944519043,725.374657951761,1226833920.0
mtgqa_000013,n181355,prefix25,0.0,1.0,0.0,0.3333333333333333,264.439040038269,293.17826055921614,320864256.0
mtgqa_000013,n181355,prefix45,0.0,1.0,0.0,0.3333333333333333,426.94884893717244,465.4748459579423,589299712.0
mtgqa_000014,n181355,recompute,1.0,0.0,0.0,0.3333333333333333,548.1114995200187,567.3172535025515,0.0
mtgqa_000014,n181355,fullload,1.0,0.0,0.0,0.3333333333333333,753.8498485228047,786.9398519978859,1226833920.0
mtgqa_000014,n181355,prefix25,1.0,0.0,0.0,0.3333333333333333,261.9323195540346,290.52523901918903,320864256.0
mtgqa_000014,n181355,prefix45,1.0,0.0,0.0,0.3333333333333333,408.3712550345808,427.5718200369738,589299712.0
mtgqa_000015,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,547.3410820122808,594.4714485085569,0.0
mtgqa_000015,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,761.6421244456433,809.9341764464043,1226833920.0
mtgqa_000015,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,252.77243048185483,300.03653053427115,320864256.0
mtgqa_000015,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,435.0514684920199,482.6797134592198,589299712.0
mtgqa_000016,n181355,recompute,1.0,1.0,1.0,1.0,544.450831017457,590.4710504692048,0.0
mtgqa_000016,n181355,fullload,1.0,1.0,1.0,1.0,777.4905054830015,825.9449399774894,1226833920.0
mtgqa_000016,n181355,prefix25,1.0,1.0,1.0,1.0,275.6735464790836,323.21782648796216,320864256.0
mtgqa_000016,n181355,prefix45,1.0,1.0,1.0,1.0,434.52842853730544,482.11401351727545,589299712.0
mtgqa_000017,n181355,recompute,1.0,1.0,1.0,1.0,542.9382445290685,617.6567589864135,0.0
mtgqa_000017,n181355,fullload,1.0,1.0,1.0,1.0,741.5005475049838,828.9188059861772,1226833920.0
mtgqa_000017,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,276.41031646635383,323.6606769496575,320864256.0
mtgqa_000017,n181355,prefix45,1.0,1.0,1.0,1.0,437.9499370115809,514.1191644943319,589299712.0
mtgqa_000018,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,550.1906394492835,569.5056444965303,0.0
mtgqa_000018,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,776.6568804509006,812.3539969674312,1226833920.0
mtgqa_000018,n181355,prefix25,0.0,0.0,1.0,0.3333333333333333,268.11363495653495,287.4433069373481,320864256.0
mtgqa_000018,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,430.1640195189975,450.01983700785786,589299712.0
mtgqa_000019,n181355,recompute,0.0,0.0,1.0,0.3333333333333333,539.005043450743,576.3554329751059,0.0
mtgqa_000019,n181355,fullload,0.0,0.0,1.0,0.3333333333333333,749.3663835339248,792.1748920343816,1226833920.0
mtgqa_000019,n181355,prefix25,0.0,0.0,1.0,0.3333333333333333,274.52827396336943,331.66306547354907,320864256.0
mtgqa_000019,n181355,prefix45,0.0,0.0,1.0,0.3333333333333333,433.4953740471974,490.4334715101868,589299712.0
mtgqa_000020,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,557.9609325504862,586.5827915258706,0.0
mtgqa_000020,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,755.46584057156,784.9420245038345,1226833920.0
mtgqa_000020,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,264.69730748794973,294.0148229827173,320864256.0
mtgqa_000020,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,396.71631396049634,425.76016299426556,589299712.0
mtgqa_000021,n181355,recompute,1.0,1.0,1.0,1.0,562.461358436849,617.8559789550491,0.0
mtgqa_000021,n181355,fullload,1.0,1.0,1.0,1.0,729.309388960246,789.7701284964569,1226833920.0
mtgqa_000021,n181355,prefix25,1.0,1.0,1.0,1.0,256.1987449298613,313.02393646910787,320864256.0
mtgqa_000021,n181355,prefix45,1.0,1.0,1.0,1.0,426.2848305515945,483.5312539944425,589299712.0
mtgqa_000022,n181355,recompute,1.0,1.0,1.0,1.0,566.2553790025413,613.4392495150678,0.0
mtgqa_000022,n181355,fullload,1.0,1.0,1.0,1.0,744.9553294572979,796.7188535258174,1226833920.0
mtgqa_000022,n181355,prefix25,1.0,1.0,1.0,1.0,280.6894669192843,328.6033919430338,320864256.0
mtgqa_000022,n181355,prefix45,1.0,1.0,1.0,1.0,423.19056851556525,471.7577135306783,589299712.0
mtgqa_000023,n181355,recompute,1.0,1.0,0.0,0.6666666666666666,532.9818759928457,561.7370769614354,0.0
mtgqa_000023,n181355,fullload,1.0,1.0,0.0,0.6666666666666666,731.5609030192718,766.1575094680302,1226833920.0
mtgqa_000023,n181355,prefix25,1.0,0.0,0.0,0.3333333333333333,259.81668900931254,279.64779851026833,320864256.0
mtgqa_000023,n181355,prefix45,1.0,1.0,0.0,0.6666666666666666,420.06800847593695,448.6763214226812,589299712.0
mtgqa_000024,n181355,recompute,1.0,1.0,1.0,1.0,547.5446739583276,603.3134019235149,0.0
mtgqa_000024,n181355,fullload,1.0,1.0,1.0,1.0,705.5961170117371,774.1584869800135,1226833920.0
mtgqa_000024,n181355,prefix25,1.0,1.0,1.0,1.0,267.49334402848035,323.8469085190445,320864256.0
mtgqa_000024,n181355,prefix45,1.0,1.0,1.0,1.0,438.41001304099336,496.11310951877385,589299712.0
mtgqa_000025,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,543.4984770254232,562.6136750215665,0.0
mtgqa_000025,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,761.5881825331599,784.2582265730016,1226833920.0
mtgqa_000025,n181355,prefix25,0.0,1.0,1.0,0.6666666666666666,276.2549300095998,295.93135201139376,320864256.0
mtgqa_000025,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,433.597921510227,452.85047648940235,589299712.0
mtgqa_000026,n181355,recompute,1.0,1.0,1.0,1.0,551.6953400219791,571.1821605218574,0.0
mtgqa_000026,n181355,fullload,1.0,1.0,1.0,1.0,717.6888519898057,746.3581979973242,1226833920.0
mtgqa_000026,n181355,prefix25,1.0,1.0,1.0,1.0,256.7599905305542,276.3100765296258,320864256.0
mtgqa_000026,n181355,prefix45,1.0,1.0,1.0,1.0,426.2884014751762,446.6420115204528,589299712.0
mtgqa_000027,n181355,recompute,1.0,1.0,1.0,1.0,559.6585985040292,579.4065064983442,0.0
mtgqa_000027,n181355,fullload,1.0,1.0,1.0,1.0,691.7393814655952,713.3081799838692,1226833920.0
mtgqa_000027,n181355,prefix25,1.0,1.0,1.0,1.0,252.75682448409498,272.22880197223276,320864256.0
mtgqa_000027,n181355,prefix45,1.0,1.0,1.0,1.0,394.64594243327156,414.3046349636279,589299712.0
mtgqa_000028,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,561.2055194796994,617.1346354531124,0.0
mtgqa_000028,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,726.589250494726,785.0812979741022,1226833920.0
mtgqa_000028,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,282.89668646175414,340.2091769967228,320864256.0
mtgqa_000028,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,439.9065100005828,497.8531685192138,589299712.0
mtgqa_000029,n181355,recompute,1.0,1.0,1.0,1.0,557.9645165125839,586.7201904766262,0.0
mtgqa_000029,n181355,fullload,1.0,1.0,1.0,1.0,732.0788729703054,761.6764749400318,1226833920.0
mtgqa_000029,n181355,prefix25,1.0,1.0,1.0,1.0,245.4448719508946,274.9163304688409,320864256.0
mtgqa_000029,n181355,prefix45,1.0,1.0,1.0,1.0,428.0087830265984,456.7074300139211,589299712.0
mtgqa_000030,n181355,recompute,1.0,1.0,1.0,1.0,568.4644564753398,614.4110385212116,0.0
mtgqa_000030,n181355,fullload,1.0,1.0,1.0,1.0,713.409612479154,761.9559959857725,1226833920.0
mtgqa_000030,n181355,prefix25,1.0,1.0,1.0,1.0,249.84737148042768,298.03304944653064,320864256.0
mtgqa_000030,n181355,prefix45,1.0,1.0,1.0,1.0,421.1026919656433,472.04320499440655,589299712.0
mtgqa_000031,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,530.6111350073479,559.5682325074449,0.0
mtgqa_000031,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,738.7879580492154,784.4121565576643,1226833920.0
mtgqa_000031,n181355,prefix25,0.0,0.0,1.0,0.3333333333333333,254.82006347738206,284.6202264772728,320864256.0
mtgqa_000031,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,427.0053200307302,456.2677725334652,589299712.0
mtgqa_000032,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,548.6948195612058,623.1232690042816,0.0
mtgqa_000032,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,772.676267544739,861.8076684651896,1226833920.0
mtgqa_000032,n181355,prefix25,0.0,1.0,1.0,0.6666666666666666,255.17905701417476,332.61233946541324,320864256.0
mtgqa_000032,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,450.6401265389286,527.3575975443237,589299712.0
mtgqa_000033,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,563.586775038857,619.556931022089,0.0
mtgqa_000033,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,762.9581239889376,821.8732559471391,1226833920.0
mtgqa_000033,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,287.27000253275037,344.877660041675,320864256.0
mtgqa_000033,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,431.1612964957021,487.8907814854756,589299712.0
mtgqa_000034,n95369,recompute,1.0,1.0,1.0,1.0,490.89979752898216,509.8026734776795,0.0
mtgqa_000034,n95369,fullload,1.0,1.0,1.0,1.0,699.6817475301214,722.068268514704,1132462080.0
mtgqa_000034,n95369,prefix25,1.0,0.0,1.0,0.6666666666666666,237.50902950996533,257.2427890263498,293601280.0
mtgqa_000034,n95369,prefix45,1.0,1.0,1.0,1.0,400.13149997685105,419.69346796395257,528482304.0
mtgqa_000035,n95369,recompute,1.0,1.0,1.0,1.0,520.8161849877797,539.926833473146,0.0
mtgqa_000035,n95369,fullload,1.0,1.0,1.0,1.0,747.872626001481,780.4731340147555,1132462080.0
mtgqa_000035,n95369,prefix25,1.0,1.0,1.0,1.0,237.1446710312739,256.73422357067466,293601280.0
mtgqa_000035,n95369,prefix45,1.0,1.0,1.0,1.0,405.9316184138879,425.36928493063897,528482304.0
mtgqa_000036,n95369,recompute,1.0,1.0,1.0,1.0,516.9252359773964,545.9984430344775,0.0
mtgqa_000036,n95369,fullload,1.0,1.0,1.0,1.0,717.2926350031048,763.9552855398506,1132462080.0
mtgqa_000036,n95369,prefix25,1.0,1.0,1.0,1.0,257.3401380213909,286.3388374680653,293601280.0
mtgqa_000036,n95369,prefix45,1.0,1.0,1.0,1.0,377.24079604959115,406.0314030502923,528482304.0
mtgqa_000037,n95369,recompute,1.0,1.0,1.0,1.0,517.4986544880085,536.6851679282263,0.0
mtgqa_000037,n95369,fullload,1.0,1.0,1.0,1.0,699.137631978374,721.2747530429624,1132462080.0
mtgqa_000037,n95369,prefix25,1.0,1.0,1.0,1.0,243.3981765061617,263.33297102246433,293601280.0
mtgqa_000037,n95369,prefix45,1.0,1.0,1.0,1.0,396.74434799235314,417.62973950244486,528482304.0
mtgqa_000038,n204894,recompute,0.0,0.0,1.0,0.3333333333333333,516.8886315077543,535.9931715065613,0.0
mtgqa_000038,n204894,fullload,0.0,0.0,1.0,0.3333333333333333,713.1355130113661,750.7678325637244,1132462080.0
mtgqa_000038,n204894,prefix25,0.0,0.0,1.0,0.3333333333333333,263.86702252784744,283.5319625446573,293601280.0
mtgqa_000038,n204894,prefix45,0.0,0.0,1.0,0.3333333333333333,424.457712972071,444.02892398647964,528482304.0
