dialog_id,image_id,turn_id,question_id,method_key,prediction,score,end_to_end_ttft_ms,request_e2e_ms,decode_ms,ssd_read_bytes,ssd_read_ms,normal_kv_preads,separator_preads,scatter_ms,first_k_planning_ms,selected_ratio,vision_forward_count,cache_hit
mtgqa_000001,n229548,1,20511412,recompute,Helicopter,1.0,609.7538939211518,665.8403309993446,55.999442003667355,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000001,n229548,1,20511412,fullload,Helicopter,1.0,606.8508139578626,662.1450349921361,55.21529202815145,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000001,n229548,1,20511412,prefix25,Helicopter,1.0,607.1116169914603,662.9789479775354,55.789978010579944,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000001,n229548,1,20511412,prefix45,Helicopter,1.0,607.3830029927194,662.945908959955,55.48660596832633,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000001,n229548,2,20511415,recompute,helicopter,1.0,619.4460490951315,675.8931360673159,56.35913694277406,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000001,n229548,2,20511415,fullload,helicopter,1.0,875.076110009104,935.4596389457583,58.005832019262016,1333788672,540.3886650456116,64,0,0.0,0.0,1.0,0,True
mtgqa_000001,n229548,2,20511415,prefix25,Helicopter,1.0,302.87433904595673,360.94459204468876,56.73602200113237,360710144,155.7086668908596,64,1,58.48575569689274,0.3021118463948369,0.25,0,True
mtgqa_000001,n229548,2,20511415,prefix45,Helicopter,1.0,490.4092389624566,550.3764810273424,56.92843103315681,629145600,272.02389552257955,64,1,94.77820084430277,0.41601702105253935,0.45,0,True
mtgqa_000001,n229548,3,20511418,recompute,Top,1.0,628.6002170527354,647.5260989973322,18.844190053641796,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000001,n229548,3,20511418,fullload,Top,1.0,774.5575440349057,794.2512340378016,19.558651954866946,1333788672,505.08199527394027,64,0,0.0,0.0,1.0,0,True
mtgqa_000001,n229548,3,20511418,prefix25,Top,1.0,334.4704090850428,357.1296100271866,19.608899019658566,360710144,161.08755499590188,64,1,63.02640924695879,0.3295580390840769,0.25,0,True
mtgqa_000001,n229548,3,20511418,prefix45,Top,1.0,483.8361389702186,503.8945049745962,19.889496034011245,629145600,260.5939240893349,64,1,92.44157676585019,0.3919490845873952,0.45,0,True
mtgqa_000002,n229548,1,20511438,recompute,Heavy,1.0,616.512353066355,654.3296400923282,37.731215939857066,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000002,n229548,1,20511438,fullload,Heavy,1.0,621.9792250776663,659.8855199990794,37.81762393191457,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000002,n229548,1,20511438,prefix25,Heavy,1.0,617.9734650067985,655.2968650357798,37.23762696608901,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000002,n229548,1,20511438,prefix45,Heavy,1.0,617.4773660022765,654.8850879771635,37.32629993464798,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000002,n229548,2,20511439,recompute,Helicopter,1.0,621.7823419719934,678.8571529323235,56.99008097872138,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000002,n229548,2,20511439,fullload,Helicopter,1.0,993.5872739879414,1051.5290580224246,57.83694004639983,1333788672,656.7570657934994,64,0,0.0,0.0,1.0,0,True
mtgqa_000002,n229548,2,20511439,prefix25,Helicopter,1.0,285.86183197330683,342.9177049547434,56.88586097676307,360710144,149.70913412980735,64,1,54.535956121981144,0.25734398514032364,0.25,0,True
mtgqa_000002,n229548,2,20511439,prefix45,Helicopter,1.0,460.2492750855163,518.3721110224724,56.35206401348114,629145600,253.9079369744286,64,1,88.64326123148203,0.4003375070169568,0.45,0,True
mtgqa_000002,n229548,3,20511454,recompute,Yes,1.0,601.5791950048879,620.6337440526113,18.96474394015968,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000002,n229548,3,20511454,fullload,Yes,1.0,809.8050290718675,829.7020010650158,19.770214916206896,1333788672,505.93544205185026,64,0,0.0,0.0,1.0,0,True
mtgqa_000002,n229548,3,20511454,prefix25,Yes,1.0,312.87824595347047,332.36035995651037,19.31907399557531,360710144,157.98278560396284,64,1,73.25903908349574,0.261683133430779,0.25,0,True
mtgqa_000002,n229548,3,20511454,prefix45,Yes,1.0,430.8940909104422,452.6755519909784,18.943657050840557,629145600,221.70765255577862,64,1,88.18393235560507,0.38450409192591906,0.45,0,True
mtgqa_000003,n229548,1,20511455,recompute,Helicopter,1.0,583.625186001882,639.1277019865811,55.41785596869886,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000003,n229548,1,20511455,fullload,Helicopter,1.0,582.5269839260727,638.3627640316263,55.74705800972879,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000003,n229548,1,20511455,prefix25,Helicopter,1.0,583.097507013008,639.0303510706872,55.84678705781698,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000003,n229548,1,20511455,prefix45,Helicopter,1.0,582.720889011398,639.538292074576,56.71602103393525,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000003,n229548,2,20511456,recompute,Helicopter,1.0,621.7222979757935,676.5592179726809,54.761445033364,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000003,n229548,2,20511456,fullload,Helicopter,1.0,817.3551390646026,874.7728740563616,57.306573959067464,1333788672,508.5571116069332,64,0,0.0,0.0,1.0,0,True
mtgqa_000003,n229548,2,20511456,prefix25,Helicopter,1.0,325.6385209970176,385.63745201099664,56.46311107557267,360710144,163.24715374503285,64,1,65.60927093960345,0.34168013371527195,0.25,0,True
mtgqa_000003,n229548,2,20511456,prefix45,Helicopter,1.0,444.33715799823403,502.16299400199205,57.658425997942686,629145600,244.79632987640798,64,1,85.05742182023823,0.36052975337952375,0.45,0,True
mtgqa_000003,n229548,3,20511450,recompute,helicopter,1.0,627.0261880708858,683.0025250092149,55.891891941428185,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000003,n229548,3,20511450,fullload,helicopter,1.0,847.445898107253,905.1717850379646,57.61278292629868,1333788672,539.1884715063497,64,0,0.0,0.0,1.0,0,True
mtgqa_000003,n229548,3,20511450,prefix25,Helicopter,1.0,303.82506106980145,362.9478489747271,55.591920972801745,360710144,152.27033256087452,64,1,57.45633307378739,0.2986558247357607,0.25,0,True
mtgqa_000003,n229548,3,20511450,prefix45,Helicopter,1.0,469.0490700304508,527.8076910180971,58.5985379293561,629145600,257.25629937369376,64,1,90.85777774453163,0.4061975050717592,0.45,0,True
